filename,Class,Size,Position X,Position Y,Background Color,Shape Color
Square_218.png,Square,12,7,18,White,Black
Square_219.png,Square,18,8,0,Black,Grey
Square_220.png,Square,12,7,3,Black,White
Square_221.png,Square,6,16,12,Black,Grey
Square_222.png,Square,12,5,5,White,Black
Square_223.png,Square,6,7,0,White,Grey
Square_224.png,Square,12,17,7,Grey,White
Square_225.png,Square,6,8,11,Black,Grey
Square_226.png,Square,6,19,9,Black,Grey
Square_227.png,Square,6,23,13,Grey,White
Square_228.png,Square,12,20,13,Grey,Black
Square_229.png,Square,6,11,13,Black,White
Square_230.png,Square,12,9,15,White,Black
Square_231.png,Square,18,4,3,White,Black
Square_232.png,Square,6,21,23,Grey,White
Square_233.png,Square,12,2,17,Grey,Black
Square_234.png,Square,18,5,0,Black,Grey
Square_235.png,Square,12,13,17,White,Grey
Square_236.png,Square,6,26,15,Black,Grey
Square_237.png,Square,18,6,6,Black,Grey
Square_238.png,Square,12,4,0,Grey,Black
Square_239.png,Square,18,1,3,Black,Grey
Square_240.png,Square,18,8,11,White,Black
Square_241.png,Square,6,2,13,White,Black
Square_242.png,Square,6,1,23,Black,White
Square_243.png,Square,6,0,18,Grey,Black
Square_244.png,Square,18,7,1,Grey,White
Square_245.png,Square,18,10,9,White,Black
Square_246.png,Square,6,11,1,White,Grey
Square_247.png,Square,18,13,8,Grey,White
Square_248.png,Square,6,10,22,White,Black
Square_249.png,Square,12,9,13,White,Grey
Square_250.png,Square,18,4,9,White,Grey
Square_251.png,Square,12,9,5,White,Black
Square_252.png,Square,18,14,0,White,Grey
Square_253.png,Square,6,25,17,Black,White
Square_254.png,Square,18,6,2,Black,White
Square_255.png,Square,12,2,16,White,Grey
Square_256.png,Square,12,16,18,White,Grey
Square_257.png,Square,18,4,10,Black,White
Square_258.png,Square,6,23,12,Grey,Black
Square_259.png,Square,6,10,17,White,Black
Square_260.png,Square,12,12,17,White,Grey
Square_261.png,Square,18,7,6,Grey,Black
Square_262.png,Square,12,5,20,Grey,White
Square_263.png,Square,18,3,5,Black,Grey
Square_264.png,Square,6,11,18,White,Grey
Square_265.png,Square,6,3,0,White,Grey
Square_266.png,Square,12,9,8,Black,White
Square_267.png,Square,18,3,9,White,Grey
Square_268.png,Square,18,1,3,White,Black
Square_269.png,Square,6,10,5,Grey,Black
Square_270.png,Square,6,9,25,Grey,White
Square_271.png,Square,6,17,11,Black,White
Square_272.png,Square,6,15,6,White,Grey
Square_273.png,Square,18,2,6,White,Black
Square_274.png,Square,6,25,22,Black,Grey
Square_275.png,Square,18,1,1,Black,Grey
Square_276.png,Square,6,0,22,Grey,Black
Square_277.png,Square,12,19,20,White,Black
Square_278.png,Square,18,4,0,Black,Grey
Square_279.png,Square,18,2,3,Grey,White
Square_280.png,Square,18,9,1,White,Black
Square_281.png,Square,12,8,1,Black,Grey
Square_282.png,Square,6,18,13,Grey,White
Square_283.png,Square,12,17,15,White,Grey
Square_284.png,Square,6,24,23,Black,Grey
Square_285.png,Square,6,15,19,White,Black
Square_286.png,Square,6,14,3,Black,Grey
Square_287.png,Square,12,2,12,Black,Grey
Square_288.png,Square,18,12,6,Black,White
Square_289.png,Square,6,6,26,White,Grey
Square_290.png,Square,18,14,13,Black,White
Square_291.png,Square,18,0,10,Black,Grey
Square_292.png,Square,6,3,12,Black,White
Square_293.png,Square,18,8,2,White,Black
Square_294.png,Square,18,14,2,Grey,White
Square_295.png,Square,12,7,2,Black,White
Square_296.png,Square,12,5,6,White,Grey
Square_297.png,Square,6,14,23,Black,Grey
Square_298.png,Square,6,16,5,White,Grey
Square_299.png,Square,6,8,19,Grey,White
Square_300.png,Square,12,6,5,White,Grey
Square_301.png,Square,18,5,14,Black,Grey
Square_302.png,Square,18,0,7,Grey,White
Square_303.png,Square,6,15,17,Grey,Black
Square_304.png,Square,12,10,3,White,Black
Square_305.png,Square,18,8,9,White,Black
Square_306.png,Square,6,3,3,White,Black
Square_307.png,Square,6,0,7,Black,White
Square_308.png,Square,18,7,10,Grey,White
Square_309.png,Square,18,5,3,Grey,White
Square_310.png,Square,6,22,5,White,Black
Square_311.png,Square,6,10,13,Black,White
Square_312.png,Square,6,22,9,White,Black
Square_313.png,Square,12,16,8,Black,Grey
Square_314.png,Square,18,12,14,Grey,White
Square_315.png,Square,18,7,13,Black,White
Square_316.png,Square,6,15,11,Grey,White
Square_317.png,Square,6,26,14,White,Grey
Square_318.png,Square,6,4,19,Black,Grey
Square_319.png,Square,12,10,2,Black,Grey
Square_320.png,Square,18,9,2,Grey,Black
Square_321.png,Square,18,14,14,Grey,Black
Square_322.png,Square,18,0,10,Grey,White
Square_323.png,Square,12,20,18,Grey,Black
Square_324.png,Square,6,10,22,Black,Grey
Square_325.png,Square,6,7,19,Black,White
Square_326.png,Square,6,14,21,White,Grey
Square_327.png,Square,6,2,18,Grey,White
Square_328.png,Square,18,11,14,Grey,White
Square_329.png,Square,6,7,5,White,Grey
Square_330.png,Square,6,16,3,White,Grey
Square_331.png,Square,6,1,9,Black,White
Square_332.png,Square,6,19,7,White,Grey
Square_333.png,Square,18,13,10,White,Grey
Square_334.png,Square,18,14,9,White,Black
Square_335.png,Square,6,15,12,Grey,Black
Square_336.png,Square,18,7,4,Black,Grey
Square_337.png,Square,6,6,18,Black,White
Square_338.png,Square,12,12,20,Black,Grey
Square_339.png,Square,6,12,24,Black,Grey
Square_340.png,Square,6,21,25,Grey,Black
Square_341.png,Square,18,7,7,Black,Grey
Square_342.png,Square,12,4,2,White,Black
Square_343.png,Square,18,1,5,Grey,Black
Square_344.png,Square,12,4,5,Black,Grey
Square_345.png,Square,6,2,4,Black,White
Square_346.png,Square,6,22,24,Grey,White
Square_347.png,Square,6,22,10,Grey,Black
Square_348.png,Square,12,15,0,Grey,White
Square_349.png,Square,18,12,0,White,Grey
Square_350.png,Square,12,15,3,Black,White
Square_351.png,Square,12,17,11,Black,White
Square_352.png,Square,18,0,5,Black,Grey
Square_353.png,Square,6,25,26,Black,Grey
Square_354.png,Square,12,11,16,White,Black
Square_355.png,Square,12,15,9,White,Black
Square_356.png,Square,6,16,20,Black,Grey
Square_357.png,Square,6,14,23,White,Black
Square_358.png,Square,6,15,7,White,Black
Square_359.png,Square,6,19,7,Grey,Black
Square_360.png,Square,6,6,6,Black,Grey
Square_361.png,Square,18,4,6,White,Black
Square_362.png,Square,6,17,4,Black,White
Square_363.png,Square,6,6,8,Black,White
Square_364.png,Square,12,17,14,White,Grey
Square_365.png,Square,12,0,10,Black,White
Square_366.png,Square,6,10,8,White,Grey
Square_367.png,Square,6,13,10,White,Grey
Square_368.png,Square,18,7,11,White,Grey
Square_369.png,Square,18,8,0,Black,White
Square_370.png,Square,18,12,7,Black,White
Square_371.png,Square,6,20,0,White,Black
Square_372.png,Square,12,20,9,Black,White
Square_373.png,Square,12,16,2,Grey,Black
Square_374.png,Square,18,7,8,White,Black
Square_375.png,Square,18,9,13,Grey,White
Square_376.png,Square,12,2,14,Black,White
Square_377.png,Square,6,25,20,Grey,Black
Square_378.png,Square,18,13,9,Grey,Black
Square_379.png,Square,18,4,12,Grey,Black
Square_380.png,Square,18,2,2,Grey,Black
Square_381.png,Square,18,4,11,White,Grey
Square_382.png,Square,12,6,13,White,Black
Square_383.png,Square,6,3,6,White,Black
Square_384.png,Square,18,8,12,Grey,Black
Square_385.png,Square,18,1,10,Grey,Black
Square_386.png,Square,18,2,3,Grey,White
Square_387.png,Square,6,10,1,Black,Grey
Square_388.png,Square,18,11,12,White,Black
Square_389.png,Square,6,14,22,Grey,Black
Square_390.png,Square,12,2,9,White,Black
Square_391.png,Square,6,22,25,Grey,White
Square_392.png,Square,18,2,12,White,Black
Square_393.png,Square,6,1,16,Grey,White
Square_394.png,Square,12,6,16,Black,White
Square_395.png,Square,12,8,6,Black,Grey
Square_396.png,Square,6,3,4,Grey,Black
Square_397.png,Square,6,9,6,Black,Grey
Square_398.png,Square,6,6,21,White,Black
Square_399.png,Square,12,12,19,White,Black
Square_400.png,Square,6,26,3,White,Black
Square_401.png,Square,6,23,20,Grey,White
Square_402.png,Square,18,1,11,Black,White
Square_403.png,Square,12,7,10,White,Grey
Square_404.png,Square,6,15,10,Black,White
Square_405.png,Square,12,4,2,White,Black
Square_406.png,Square,12,14,14,White,Black
Square_407.png,Square,18,4,13,White,Grey
Square_408.png,Square,6,0,10,Grey,White
Square_409.png,Square,6,18,23,White,Grey
Square_410.png,Square,12,16,15,White,Black
Square_411.png,Square,6,13,0,Grey,Black
Square_412.png,Square,6,1,21,Black,Grey
Square_413.png,Square,12,18,18,Grey,White
Square_414.png,Square,6,15,14,Grey,White
Square_415.png,Square,12,5,17,Black,Grey
Square_416.png,Square,18,0,1,Black,Grey
Square_417.png,Square,18,14,10,Black,White
Square_418.png,Square,12,14,11,Black,White
Square_419.png,Square,12,12,11,Black,White
Square_420.png,Square,12,4,16,Grey,White
Square_421.png,Square,6,23,17,Grey,White
Square_422.png,Square,18,2,3,Black,Grey
Square_423.png,Square,6,7,25,White,Black
Square_424.png,Square,18,12,5,White,Grey
Square_425.png,Square,12,1,10,White,Black
Square_426.png,Square,18,4,6,White,Grey
Square_427.png,Square,18,4,3,Black,Grey
Square_428.png,Square,18,9,10,Black,Grey
Square_429.png,Square,12,20,2,Grey,Black
Square_430.png,Square,12,4,3,White,Grey
Square_431.png,Square,18,12,8,White,Grey
Square_432.png,Square,6,24,9,Grey,Black
Square_433.png,Square,6,21,12,Black,Grey
Square_434.png,Square,18,13,7,Black,White
Square_435.png,Square,18,7,1,White,Black
Square_436.png,Square,6,22,24,White,Grey
Square_437.png,Square,18,13,1,Black,Grey
Square_438.png,Square,18,7,14,Grey,Black
Square_439.png,Square,6,13,6,Black,Grey
Square_440.png,Square,6,18,7,White,Black
Square_441.png,Square,18,5,14,White,Grey
Square_442.png,Square,18,14,3,Black,Grey
Square_443.png,Square,6,26,1,Grey,Black
Square_444.png,Square,18,9,11,Black,Grey
Square_445.png,Square,12,7,17,Black,Grey
Square_446.png,Square,12,9,9,Grey,White
Square_447.png,Square,6,4,16,Grey,Black
Square_448.png,Square,6,12,19,Grey,White
Square_449.png,Square,12,5,8,White,Grey
Square_450.png,Square,12,15,16,White,Black
Square_451.png,Square,6,10,26,White,Black
Square_452.png,Square,18,5,14,White,Black
Square_453.png,Square,18,7,13,White,Grey
Square_454.png,Square,6,12,9,White,Black
Square_455.png,Square,18,13,11,Black,White
Square_456.png,Square,18,7,8,White,Black
Square_457.png,Square,18,1,3,White,Black
Square_458.png,Square,12,13,14,Black,White
Square_459.png,Square,12,5,11,White,Black
Square_460.png,Square,12,2,7,Black,Grey
Square_461.png,Square,18,12,4,Black,Grey
Square_462.png,Square,18,6,6,Grey,White
Square_463.png,Square,18,1,4,White,Black
Square_464.png,Square,18,8,11,Grey,Black
Square_465.png,Square,12,13,20,White,Grey
Square_466.png,Square,6,19,23,Black,Grey
Square_467.png,Square,12,1,4,Grey,Black
Square_468.png,Square,18,1,5,White,Black
Square_469.png,Square,12,16,9,White,Grey
Square_470.png,Square,6,11,7,Grey,Black
Square_471.png,Square,6,6,15,Grey,Black
Square_472.png,Square,18,12,11,White,Black
Square_473.png,Square,18,0,12,White,Black
Square_474.png,Square,18,14,2,Black,White
Square_475.png,Square,6,0,11,White,Grey
Square_476.png,Square,6,1,19,Black,Grey
Square_477.png,Square,12,10,6,Grey,White
Square_478.png,Square,12,5,1,White,Black
Square_479.png,Square,6,13,1,Black,Grey
Square_480.png,Square,18,12,5,Black,White
Square_481.png,Square,6,3,18,Grey,Black
Square_482.png,Square,18,1,5,Grey,White
Square_483.png,Square,6,9,13,White,Grey
Square_484.png,Square,18,9,6,Grey,Black
Square_485.png,Square,12,3,7,Grey,Black
Square_486.png,Square,12,13,11,White,Grey
Square_487.png,Square,18,2,12,Black,White
Square_488.png,Square,12,6,10,White,Black
Square_489.png,Square,6,23,13,Grey,Black
Square_490.png,Square,18,2,0,Black,White
Square_491.png,Square,18,11,6,Grey,Black
Square_492.png,Square,6,6,2,Grey,Black
Square_493.png,Square,12,18,4,Black,Grey
Square_494.png,Square,18,1,14,Black,White
Square_495.png,Square,12,6,14,Black,White
Square_496.png,Square,18,9,13,Black,Grey
Square_497.png,Square,12,8,10,White,Grey
Square_498.png,Square,6,3,24,White,Black
Square_499.png,Square,18,3,4,Grey,White
Square_500.png,Square,12,13,3,Black,White
Square_501.png,Square,18,2,1,White,Black
Square_502.png,Square,6,3,26,Grey,Black
Square_503.png,Square,12,9,15,Black,Grey
Square_504.png,Square,18,9,4,White,Black
Square_505.png,Square,6,22,8,Black,Grey
Square_506.png,Square,6,19,9,Black,White
Square_507.png,Square,6,17,17,Black,White
Square_508.png,Square,18,11,9,Grey,White
Square_509.png,Square,18,13,7,Black,White
Square_510.png,Square,12,6,2,Black,White
Square_511.png,Square,12,20,18,Grey,Black
Square_512.png,Square,12,2,17,Grey,White
Square_513.png,Square,12,18,10,Grey,Black
Square_514.png,Square,6,17,17,Black,Grey
Square_515.png,Square,18,7,4,Grey,Black
Square_516.png,Square,12,5,19,Grey,Black
Square_517.png,Square,6,23,1,Grey,Black
Square_518.png,Square,18,2,4,Black,Grey
Square_519.png,Square,6,26,15,Grey,Black
Square_520.png,Square,18,10,14,Black,Grey
Square_521.png,Square,6,25,20,White,Grey
Square_522.png,Square,18,4,6,White,Black
Square_523.png,Square,12,15,3,White,Black
Square_524.png,Square,12,10,19,White,Black
Square_525.png,Square,12,17,1,Black,Grey
Square_526.png,Square,6,1,19,White,Grey
Square_527.png,Square,6,19,4,Grey,White
Square_528.png,Square,18,4,4,Grey,Black
Square_529.png,Square,6,0,12,White,Grey
Square_530.png,Square,6,23,6,White,Grey
Square_531.png,Square,18,13,3,Grey,White
Square_532.png,Square,12,3,12,White,Grey
Square_533.png,Square,6,13,8,Grey,White
Square_534.png,Square,18,11,10,White,Grey
Square_535.png,Square,18,0,12,Black,Grey
Square_536.png,Square,6,26,6,White,Grey
Square_537.png,Square,18,9,6,Black,White
Square_538.png,Square,12,13,16,White,Grey
Square_539.png,Square,6,7,24,Black,White
Square_540.png,Square,6,11,14,Black,Grey
Square_541.png,Square,18,5,0,Grey,Black
Square_542.png,Square,12,17,17,Black,White
Square_543.png,Square,12,4,12,White,Black
Square_544.png,Square,12,5,15,Grey,Black
Square_545.png,Square,18,7,5,White,Black
Square_546.png,Square,6,11,5,Black,Grey
Square_547.png,Square,18,6,11,White,Grey
Square_548.png,Square,6,24,25,Grey,White
Square_549.png,Square,18,11,5,Grey,White
Square_550.png,Square,12,12,13,White,Black
Square_551.png,Square,6,9,11,Grey,White
Square_552.png,Square,12,12,4,Grey,White
Square_553.png,Square,12,8,7,White,Black
Square_554.png,Square,12,14,4,Grey,Black
Square_555.png,Square,12,0,13,Grey,Black
Square_556.png,Square,6,8,6,White,Black
Square_557.png,Square,6,21,10,Black,White
Square_558.png,Square,18,7,12,Grey,Black
Square_559.png,Square,12,19,9,Grey,White
Square_560.png,Square,18,11,4,Grey,Black
Square_561.png,Square,18,6,1,White,Black
Square_562.png,Square,18,2,8,White,Black
Square_563.png,Square,6,25,5,Grey,White
Square_564.png,Square,12,17,19,Black,Grey
Square_565.png,Square,12,17,3,Grey,White
Square_566.png,Square,6,25,2,White,Black
Square_567.png,Square,18,11,13,Black,Grey
Square_568.png,Square,6,22,17,Grey,White
Square_569.png,Square,18,1,4,Grey,Black
Square_570.png,Square,18,8,13,Black,Grey
Square_571.png,Square,6,15,16,Grey,White
Square_572.png,Square,6,0,21,White,Grey
Square_573.png,Square,18,4,9,Grey,White
Square_574.png,Square,12,0,16,Black,White
Square_575.png,Square,18,1,5,Black,White
Square_576.png,Square,6,2,19,Black,Grey
Square_577.png,Square,6,10,3,Grey,Black
Square_578.png,Square,12,6,11,Black,Grey
Square_579.png,Square,12,11,20,Black,Grey
Square_580.png,Square,6,26,7,White,Grey
Square_581.png,Square,18,9,14,Grey,Black
Square_582.png,Square,18,5,9,Grey,Black
Square_583.png,Square,18,7,3,Black,Grey
Square_584.png,Square,12,15,9,Grey,Black
Square_585.png,Square,6,17,16,Black,White
Square_586.png,Square,6,22,23,White,Grey
Square_587.png,Square,12,15,18,Grey,Black
Square_588.png,Square,6,22,9,Grey,White
Square_589.png,Square,6,17,3,White,Black
Square_590.png,Square,18,8,5,Black,White
Square_591.png,Square,12,9,11,White,Grey
Square_592.png,Square,6,6,24,Black,White
Square_593.png,Square,18,0,5,White,Black
Square_594.png,Square,12,17,4,Grey,Black
Square_595.png,Square,12,1,10,Black,White
Square_596.png,Square,6,20,14,White,Black
Square_597.png,Square,12,3,17,Black,Grey
Square_598.png,Square,12,12,13,White,Black
Square_599.png,Square,18,11,11,Black,White
Square_600.png,Square,18,13,8,Black,Grey
Square_601.png,Square,12,17,8,Grey,Black
Square_602.png,Square,12,7,18,Grey,Black
Square_603.png,Square,12,15,1,Grey,Black
Square_604.png,Square,6,15,17,White,Black
Square_605.png,Square,12,16,14,White,Grey
Square_606.png,Square,6,14,12,Black,Grey
Square_607.png,Square,6,23,6,White,Grey
Square_608.png,Square,6,3,7,Black,White
Square_609.png,Square,6,8,7,White,Black
Square_610.png,Square,6,12,11,Grey,Black
Square_611.png,Square,12,14,17,Black,White
Square_612.png,Square,6,24,3,Black,Grey
Square_613.png,Square,18,4,2,Black,White
Square_614.png,Square,6,18,21,Black,Grey
Square_615.png,Square,18,3,1,White,Black
Square_616.png,Square,12,4,12,Grey,Black
Square_617.png,Square,18,13,14,Black,White
Square_618.png,Square,6,13,16,Grey,White
Square_619.png,Square,18,5,4,Grey,White
Square_620.png,Square,6,18,0,Grey,Black
Square_621.png,Square,6,10,19,Black,White
Square_622.png,Square,18,3,14,Black,Grey
Square_623.png,Square,12,9,15,White,Black
Square_624.png,Square,6,9,22,Black,Grey
Square_625.png,Square,12,12,18,Grey,White
Square_626.png,Square,6,24,2,White,Black
Square_627.png,Square,18,7,9,White,Black
Square_628.png,Square,12,13,20,Grey,White
Square_629.png,Square,6,3,16,Black,Grey
Square_630.png,Square,12,2,10,Black,Grey
Square_631.png,Square,12,14,10,Grey,Black
