filename,Class,Size,Position X,Position Y,Background Color,Shape Color
Square_233.png,Square,8,20,2,Black,White
Square_234.png,Square,8,20,4,Black,White
Square_235.png,Square,8,20,6,Black,White
Square_236.png,Square,8,20,8,Black,White
Square_237.png,Square,8,20,10,Black,White
Square_238.png,Square,8,20,12,Black,White
Square_239.png,Square,8,20,14,Black,White
Square_240.png,Square,8,20,16,Black,White
Square_241.png,Square,8,20,18,Black,White
Square_242.png,Square,8,20,20,Black,White
Square_243.png,Square,6,0,0,Black,White
Square_244.png,Square,6,0,2,Black,White
Square_245.png,Square,6,0,4,Black,White
Square_246.png,Square,6,0,6,Black,White
Square_247.png,Square,6,0,8,Black,White
Square_248.png,Square,6,0,10,Black,White
Square_249.png,Square,6,0,12,Black,White
Square_250.png,Square,6,0,14,Black,White
Square_251.png,Square,6,0,16,Black,White
Square_252.png,Square,6,0,18,Black,White
Square_253.png,Square,6,0,20,Black,White
Square_254.png,Square,6,2,0,Black,White
Square_255.png,Square,6,2,2,Black,White
Square_256.png,Square,6,2,4,Black,White
Square_257.png,Square,6,2,6,Black,White
Square_258.png,Square,6,2,8,Black,White
Square_259.png,Square,6,2,10,Black,White
Square_260.png,Square,6,2,12,Black,White
Square_261.png,Square,6,2,14,Black,White
Square_262.png,Square,6,2,16,Black,White
Square_263.png,Square,6,2,18,Black,White
Square_264.png,Square,6,2,20,Black,White
Square_265.png,Square,6,4,0,Black,White
Square_266.png,Square,6,4,2,Black,White
Square_267.png,Square,6,4,4,Black,White
Square_268.png,Square,6,4,6,Black,White
Square_269.png,Square,6,4,8,Black,White
Square_270.png,Square,6,4,10,Black,White
Square_271.png,Square,6,4,12,Black,White
Square_272.png,Square,6,4,14,Black,White
Square_273.png,Square,6,4,16,Black,White
Square_274.png,Square,6,4,18,Black,White
Square_275.png,Square,6,4,20,Black,White
Square_276.png,Square,6,6,0,Black,White
Square_277.png,Square,6,6,2,Black,White
Square_278.png,Square,6,6,4,Black,White
Square_279.png,Square,6,6,6,Black,White
Square_280.png,Square,6,6,8,Black,White
Square_281.png,Square,6,6,10,Black,White
Square_282.png,Square,6,6,12,Black,White
Square_283.png,Square,6,6,14,Black,White
Square_284.png,Square,6,6,16,Black,White
Square_285.png,Square,6,6,18,Black,White
Square_286.png,Square,6,6,20,Black,White
Square_287.png,Square,6,8,0,Black,White
Square_288.png,Square,6,8,2,Black,White
Square_289.png,Square,6,8,4,Black,White
Square_290.png,Square,6,8,6,Black,White
Square_291.png,Square,6,8,8,Black,White
Square_292.png,Square,6,8,10,Black,White
Square_293.png,Square,6,8,12,Black,White
Square_294.png,Square,6,8,14,Black,White
Square_295.png,Square,6,8,16,Black,White
Square_296.png,Square,6,8,18,Black,White
Square_297.png,Square,6,8,20,Black,White
Square_298.png,Square,6,10,0,Black,White
Square_299.png,Square,6,10,2,Black,White
Square_300.png,Square,6,10,4,Black,White
Square_301.png,Square,6,10,6,Black,White
Square_302.png,Square,6,10,8,Black,White
Square_303.png,Square,6,10,10,Black,White
Square_304.png,Square,6,10,12,Black,White
Square_305.png,Square,6,10,14,Black,White
Square_306.png,Square,6,10,16,Black,White
Square_307.png,Square,6,10,18,Black,White
Square_308.png,Square,6,10,20,Black,White
Square_309.png,Square,6,12,0,Black,White
Square_310.png,Square,6,12,2,Black,White
Square_311.png,Square,6,12,4,Black,White
Square_312.png,Square,6,12,6,Black,White
Square_313.png,Square,6,12,8,Black,White
Square_314.png,Square,6,12,10,Black,White
Square_315.png,Square,6,12,12,Black,White
Square_316.png,Square,6,12,14,Black,White
Square_317.png,Square,6,12,16,Black,White
Square_318.png,Square,6,12,18,Black,White
Square_319.png,Square,6,12,20,Black,White
Square_320.png,Square,6,14,0,Black,White
Square_321.png,Square,6,14,2,Black,White
Square_322.png,Square,6,14,4,Black,White
Square_323.png,Square,6,14,6,Black,White
Square_324.png,Square,6,14,8,Black,White
Square_325.png,Square,6,14,10,Black,White
Square_326.png,Square,6,14,12,Black,White
Square_327.png,Square,6,14,14,Black,White
Square_328.png,Square,6,14,16,Black,White
Square_329.png,Square,6,14,18,Black,White
Square_330.png,Square,6,14,20,Black,White
Square_331.png,Square,6,16,0,Black,White
Square_332.png,Square,6,16,2,Black,White
Square_333.png,Square,6,16,4,Black,White
Square_334.png,Square,6,16,6,Black,White
Square_335.png,Square,6,16,8,Black,White
Square_336.png,Square,6,16,10,Black,White
Square_337.png,Square,6,16,12,Black,White
Square_338.png,Square,6,16,14,Black,White
Square_339.png,Square,6,16,16,Black,White
Square_340.png,Square,6,16,18,Black,White
Square_341.png,Square,6,16,20,Black,White
Square_342.png,Square,6,18,0,Black,White
Square_343.png,Square,6,18,2,Black,White
Square_344.png,Square,6,18,4,Black,White
Square_345.png,Square,6,18,6,Black,White
Square_346.png,Square,6,18,8,Black,White
Square_347.png,Square,6,18,10,Black,White
Square_348.png,Square,6,18,12,Black,White
Square_349.png,Square,6,18,14,Black,White
Square_350.png,Square,6,18,16,Black,White
Square_351.png,Square,6,18,18,Black,White
Square_352.png,Square,6,18,20,Black,White
Square_353.png,Square,6,20,0,Black,White
Square_354.png,Square,6,20,2,Black,White
Square_355.png,Square,6,20,4,Black,White
Square_356.png,Square,6,20,6,Black,White
Square_357.png,Square,6,20,8,Black,White
Square_358.png,Square,6,20,10,Black,White
Square_359.png,Square,6,20,12,Black,White
Square_360.png,Square,6,20,14,Black,White
Square_361.png,Square,6,20,16,Black,White
Square_362.png,Square,6,20,18,Black,White
Square_363.png,Square,6,20,20,Black,White
Square_364.png,Square,11,0,0,Black,Grey
Square_365.png,Square,11,0,2,Black,Grey
Square_366.png,Square,11,0,4,Black,Grey
Square_367.png,Square,11,0,6,Black,Grey
Square_368.png,Square,11,0,8,Black,Grey
Square_369.png,Square,11,0,10,Black,Grey
Square_370.png,Square,11,0,12,Black,Grey
Square_371.png,Square,11,0,14,Black,Grey
Square_372.png,Square,11,0,16,Black,Grey
Square_373.png,Square,11,0,18,Black,Grey
Square_374.png,Square,11,0,20,Black,Grey
Square_375.png,Square,11,2,0,Black,Grey
Square_376.png,Square,11,2,2,Black,Grey
Square_377.png,Square,11,2,4,Black,Grey
Square_378.png,Square,11,2,6,Black,Grey
Square_379.png,Square,11,2,8,Black,Grey
Square_380.png,Square,11,2,10,Black,Grey
Square_381.png,Square,11,2,12,Black,Grey
Square_382.png,Square,11,2,14,Black,Grey
Square_383.png,Square,11,2,16,Black,Grey
Square_384.png,Square,11,2,18,Black,Grey
Square_385.png,Square,11,2,20,Black,Grey
Square_386.png,Square,11,4,0,Black,Grey
Square_387.png,Square,11,4,2,Black,Grey
Square_388.png,Square,11,4,4,Black,Grey
Square_389.png,Square,11,4,6,Black,Grey
Square_390.png,Square,11,4,8,Black,Grey
Square_391.png,Square,11,4,10,Black,Grey
Square_392.png,Square,11,4,12,Black,Grey
Square_393.png,Square,11,4,14,Black,Grey
Square_394.png,Square,11,4,16,Black,Grey
Square_395.png,Square,11,4,18,Black,Grey
Square_396.png,Square,11,4,20,Black,Grey
Square_397.png,Square,11,6,0,Black,Grey
Square_398.png,Square,11,6,2,Black,Grey
Square_399.png,Square,11,6,4,Black,Grey
Square_400.png,Square,11,6,6,Black,Grey
Square_401.png,Square,11,6,8,Black,Grey
Square_402.png,Square,11,6,10,Black,Grey
Square_403.png,Square,11,6,12,Black,Grey
Square_404.png,Square,11,6,14,Black,Grey
Square_405.png,Square,11,6,16,Black,Grey
Square_406.png,Square,11,6,18,Black,Grey
Square_407.png,Square,11,6,20,Black,Grey
Square_408.png,Square,11,8,0,Black,Grey
Square_409.png,Square,11,8,2,Black,Grey
Square_410.png,Square,11,8,4,Black,Grey
Square_411.png,Square,11,8,6,Black,Grey
Square_412.png,Square,11,8,8,Black,Grey
Square_413.png,Square,11,8,10,Black,Grey
Square_414.png,Square,11,8,12,Black,Grey
Square_415.png,Square,11,8,14,Black,Grey
Square_416.png,Square,11,8,16,Black,Grey
Square_417.png,Square,11,8,18,Black,Grey
Square_418.png,Square,11,8,20,Black,Grey
Square_419.png,Square,11,10,0,Black,Grey
Square_420.png,Square,11,10,2,Black,Grey
Square_421.png,Square,11,10,4,Black,Grey
Square_422.png,Square,11,10,6,Black,Grey
Square_423.png,Square,11,10,8,Black,Grey
Square_424.png,Square,11,10,10,Black,Grey
Square_425.png,Square,11,10,12,Black,Grey
Square_426.png,Square,11,10,14,Black,Grey
Square_427.png,Square,11,10,16,Black,Grey
Square_428.png,Square,11,10,18,Black,Grey
Square_429.png,Square,11,10,20,Black,Grey
Square_430.png,Square,11,12,0,Black,Grey
Square_431.png,Square,11,12,2,Black,Grey
Square_432.png,Square,11,12,4,Black,Grey
Square_433.png,Square,11,12,6,Black,Grey
Square_434.png,Square,11,12,8,Black,Grey
Square_435.png,Square,11,12,10,Black,Grey
Square_436.png,Square,11,12,12,Black,Grey
Square_437.png,Square,11,12,14,Black,Grey
Square_438.png,Square,11,12,16,Black,Grey
Square_439.png,Square,11,12,18,Black,Grey
Square_440.png,Square,11,12,20,Black,Grey
Square_441.png,Square,11,14,0,Black,Grey
Square_442.png,Square,11,14,2,Black,Grey
Square_443.png,Square,11,14,4,Black,Grey
Square_444.png,Square,11,14,6,Black,Grey
Square_445.png,Square,11,14,8,Black,Grey
Square_446.png,Square,11,14,10,Black,Grey
Square_447.png,Square,11,14,12,Black,Grey
Square_448.png,Square,11,14,14,Black,Grey
Square_449.png,Square,11,14,16,Black,Grey
Square_450.png,Square,11,14,18,Black,Grey
Square_451.png,Square,11,14,20,Black,Grey
Square_452.png,Square,11,16,0,Black,Grey
Square_453.png,Square,11,16,2,Black,Grey
Square_454.png,Square,11,16,4,Black,Grey
Square_455.png,Square,11,16,6,Black,Grey
Square_456.png,Square,11,16,8,Black,Grey
Square_457.png,Square,11,16,10,Black,Grey
Square_458.png,Square,11,16,12,Black,Grey
Square_459.png,Square,11,16,14,Black,Grey
Square_460.png,Square,11,16,16,Black,Grey
Square_461.png,Square,11,16,18,Black,Grey
Square_462.png,Square,11,16,20,Black,Grey
Square_463.png,Square,11,18,0,Black,Grey
Square_464.png,Square,11,18,2,Black,Grey
Square_465.png,Square,11,18,4,Black,Grey
Square_466.png,Square,11,18,6,Black,Grey
Square_467.png,Square,11,18,8,Black,Grey
Square_468.png,Square,11,18,10,Black,Grey
Square_469.png,Square,11,18,12,Black,Grey
Square_470.png,Square,11,18,14,Black,Grey
Square_471.png,Square,11,18,16,Black,Grey
Square_472.png,Square,11,18,18,Black,Grey
Square_473.png,Square,11,18,20,Black,Grey
Square_474.png,Square,11,20,0,Black,Grey
Square_475.png,Square,11,20,2,Black,Grey
Square_476.png,Square,11,20,4,Black,Grey
Square_477.png,Square,11,20,6,Black,Grey
Square_478.png,Square,11,20,8,Black,Grey
Square_479.png,Square,11,20,10,Black,Grey
Square_480.png,Square,11,20,12,Black,Grey
Square_481.png,Square,11,20,14,Black,Grey
Square_482.png,Square,11,20,16,Black,Grey
Square_483.png,Square,11,20,18,Black,Grey
Square_484.png,Square,11,20,20,Black,Grey
Square_485.png,Square,8,0,0,Black,Grey
Square_486.png,Square,8,0,2,Black,Grey
Square_487.png,Square,8,0,4,Black,Grey
Square_488.png,Square,8,0,6,Black,Grey
Square_489.png,Square,8,0,8,Black,Grey
Square_490.png,Square,8,0,10,Black,Grey
Square_491.png,Square,8,0,12,Black,Grey
Square_492.png,Square,8,0,14,Black,Grey
Square_493.png,Square,8,0,16,Black,Grey
Square_494.png,Square,8,0,18,Black,Grey
Square_495.png,Square,8,0,20,Black,Grey
Square_496.png,Square,8,2,0,Black,Grey
Square_497.png,Square,8,2,2,Black,Grey
Square_498.png,Square,8,2,4,Black,Grey
Square_499.png,Square,8,2,6,Black,Grey
Square_500.png,Square,8,2,8,Black,Grey
Square_501.png,Square,8,2,10,Black,Grey
Square_502.png,Square,8,2,12,Black,Grey
Square_503.png,Square,8,2,14,Black,Grey
Square_504.png,Square,8,2,16,Black,Grey
Square_505.png,Square,8,2,18,Black,Grey
Square_506.png,Square,8,2,20,Black,Grey
Square_507.png,Square,8,4,0,Black,Grey
Square_508.png,Square,8,4,2,Black,Grey
Square_509.png,Square,8,4,4,Black,Grey
Square_510.png,Square,8,4,6,Black,Grey
Square_511.png,Square,8,4,8,Black,Grey
Square_512.png,Square,8,4,10,Black,Grey
Square_513.png,Square,8,4,12,Black,Grey
Square_514.png,Square,8,4,14,Black,Grey
Square_515.png,Square,8,4,16,Black,Grey
Square_516.png,Square,8,4,18,Black,Grey
Square_517.png,Square,8,4,20,Black,Grey
Square_518.png,Square,8,6,0,Black,Grey
Square_519.png,Square,8,6,2,Black,Grey
Square_520.png,Square,8,6,4,Black,Grey
Square_521.png,Square,8,6,6,Black,Grey
Square_522.png,Square,8,6,8,Black,Grey
Square_523.png,Square,8,6,10,Black,Grey
Square_524.png,Square,8,6,12,Black,Grey
Square_525.png,Square,8,6,14,Black,Grey
Square_526.png,Square,8,6,16,Black,Grey
Square_527.png,Square,8,6,18,Black,Grey
Square_528.png,Square,8,6,20,Black,Grey
Square_529.png,Square,8,8,0,Black,Grey
Square_530.png,Square,8,8,2,Black,Grey
Square_531.png,Square,8,8,4,Black,Grey
Square_532.png,Square,8,8,6,Black,Grey
Square_533.png,Square,8,8,8,Black,Grey
Square_534.png,Square,8,8,10,Black,Grey
Square_535.png,Square,8,8,12,Black,Grey
Square_536.png,Square,8,8,14,Black,Grey
Square_537.png,Square,8,8,16,Black,Grey
Square_538.png,Square,8,8,18,Black,Grey
Square_539.png,Square,8,8,20,Black,Grey
Square_540.png,Square,8,10,0,Black,Grey
Square_541.png,Square,8,10,2,Black,Grey
Square_542.png,Square,8,10,4,Black,Grey
Square_543.png,Square,8,10,6,Black,Grey
Square_544.png,Square,8,10,8,Black,Grey
Square_545.png,Square,8,10,10,Black,Grey
Square_546.png,Square,8,10,12,Black,Grey
Square_547.png,Square,8,10,14,Black,Grey
Square_548.png,Square,8,10,16,Black,Grey
Square_549.png,Square,8,10,18,Black,Grey
Square_550.png,Square,8,10,20,Black,Grey
Square_551.png,Square,8,12,0,Black,Grey
Square_552.png,Square,8,12,2,Black,Grey
Square_553.png,Square,8,12,4,Black,Grey
Square_554.png,Square,8,12,6,Black,Grey
Square_555.png,Square,8,12,8,Black,Grey
Square_556.png,Square,8,12,10,Black,Grey
Square_557.png,Square,8,12,12,Black,Grey
Square_558.png,Square,8,12,14,Black,Grey
Square_559.png,Square,8,12,16,Black,Grey
Square_560.png,Square,8,12,18,Black,Grey
Square_561.png,Square,8,12,20,Black,Grey
Square_562.png,Square,8,14,0,Black,Grey
Square_563.png,Square,8,14,2,Black,Grey
Square_564.png,Square,8,14,4,Black,Grey
Square_565.png,Square,8,14,6,Black,Grey
Square_566.png,Square,8,14,8,Black,Grey
Square_567.png,Square,8,14,10,Black,Grey
Square_568.png,Square,8,14,12,Black,Grey
Square_569.png,Square,8,14,14,Black,Grey
Square_570.png,Square,8,14,16,Black,Grey
Square_571.png,Square,8,14,18,Black,Grey
Square_572.png,Square,8,14,20,Black,Grey
Square_573.png,Square,8,16,0,Black,Grey
Square_574.png,Square,8,16,2,Black,Grey
Square_575.png,Square,8,16,4,Black,Grey
Square_576.png,Square,8,16,6,Black,Grey
Square_577.png,Square,8,16,8,Black,Grey
Square_578.png,Square,8,16,10,Black,Grey
Square_579.png,Square,8,16,12,Black,Grey
Square_580.png,Square,8,16,14,Black,Grey
Square_581.png,Square,8,16,16,Black,Grey
Square_582.png,Square,8,16,18,Black,Grey
Square_583.png,Square,8,16,20,Black,Grey
Square_584.png,Square,8,18,0,Black,Grey
Square_585.png,Square,8,18,2,Black,Grey
Square_586.png,Square,8,18,4,Black,Grey
Square_587.png,Square,8,18,6,Black,Grey
Square_588.png,Square,8,18,8,Black,Grey
Square_589.png,Square,8,18,10,Black,Grey
Square_590.png,Square,8,18,12,Black,Grey
Square_591.png,Square,8,18,14,Black,Grey
Square_592.png,Square,8,18,16,Black,Grey
Square_593.png,Square,8,18,18,Black,Grey
Square_594.png,Square,8,18,20,Black,Grey
Square_595.png,Square,8,20,0,Black,Grey
Square_596.png,Square,8,20,2,Black,Grey
Square_597.png,Square,8,20,4,Black,Grey
Square_598.png,Square,8,20,6,Black,Grey
Square_599.png,Square,8,20,8,Black,Grey
Square_600.png,Square,8,20,10,Black,Grey
Square_601.png,Square,8,20,12,Black,Grey
Square_602.png,Square,8,20,14,Black,Grey
Square_603.png,Square,8,20,16,Black,Grey
Square_604.png,Square,8,20,18,Black,Grey
Square_605.png,Square,8,20,20,Black,Grey
Square_606.png,Square,6,0,0,Black,Grey
Square_607.png,Square,6,0,2,Black,Grey
Square_608.png,Square,6,0,4,Black,Grey
Square_609.png,Square,6,0,6,Black,Grey
Square_610.png,Square,6,0,8,Black,Grey
Square_611.png,Square,6,0,10,Black,Grey
Square_612.png,Square,6,0,12,Black,Grey
Square_613.png,Square,6,0,14,Black,Grey
Square_614.png,Square,6,0,16,Black,Grey
Square_615.png,Square,6,0,18,Black,Grey
Square_616.png,Square,6,0,20,Black,Grey
Square_617.png,Square,6,2,0,Black,Grey
Square_618.png,Square,6,2,2,Black,Grey
Square_619.png,Square,6,2,4,Black,Grey
Square_620.png,Square,6,2,6,Black,Grey
Square_621.png,Square,6,2,8,Black,Grey
Square_622.png,Square,6,2,10,Black,Grey
Square_623.png,Square,6,2,12,Black,Grey
Square_624.png,Square,6,2,14,Black,Grey
Square_625.png,Square,6,2,16,Black,Grey
Square_626.png,Square,6,2,18,Black,Grey
Square_627.png,Square,6,2,20,Black,Grey
Square_628.png,Square,6,4,0,Black,Grey
Square_629.png,Square,6,4,2,Black,Grey
Square_630.png,Square,6,4,4,Black,Grey
Square_631.png,Square,6,4,6,Black,Grey
Square_632.png,Square,6,4,8,Black,Grey
Square_633.png,Square,6,4,10,Black,Grey
Square_634.png,Square,6,4,12,Black,Grey
Square_635.png,Square,6,4,14,Black,Grey
Square_636.png,Square,6,4,16,Black,Grey
Square_637.png,Square,6,4,18,Black,Grey
